ticker;nm_empresa;cnpj;setor_economico;subsetor;segmento;dt_abertura;matriz.empresaMatriz;cd_cnae_principal;de_cnae_principal;de_ramo_atividade;de_setor;endereco_cep;endereco_municipio;endereco_uf;endereco_regiao;endereco_mesorregiao;situacao_cadastral;nivel_atividade;empresa_porte;saude_tributaria;optante_simples;optante_simei
LLIS3;LE LIS BLANC;49669856000143;CONSUMO CÍCLICO;COMÉRCIO;TECIDOS, VESTUÁRIO E CALÇADOS;1982-04-19;True;4781400,0;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;5313020,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;VERDE;False;False
AMAR3;LOJAS MARISA;61189288000189;CONSUMO CÍCLICO;COMÉRCIO;TECIDOS, VESTUÁRIO E CALÇADOS;1966-08-25;True;4781400,0;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;1138000,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;VERMELHO;False;False
LREN3;LOJAS RENNER;92754738000162;CONSUMO CÍCLICO;COMÉRCIO;TECIDOS, VESTUÁRIO E CALÇADOS;1966-08-10;True;4713004,0;LOJAS DE DEPARTAMENTOS OU MAGAZINES EXCETO LOJAS FRANCAS DUTY FREE;VAREJO;COMERCIO;91410400,0;PORTO ALEGRE;RS;SUL;METROPOLITANA DE PORTO ALEGRE;ATIVA;ALTO;GRANDE;VERMELHO;False;False
MGLU3;MAGAZ LUIZA;47960950000121;CONSUMO CÍCLICO;COMÉRCIO;ELETRODOMÉSTICOS;1966-10-24;True;4713004,0;LOJAS DE DEPARTAMENTOS OU MAGAZINES EXCETO LOJAS FRANCAS DUTY FREE;VAREJO;COMERCIO;14400490,0;FRANCA;SP;SUDESTE;RIBEIRAO PRETO;ATIVA;ALTO;GRANDE;AMARELA;False;False
VVAR3;VIAVAREJO;33041260065290;CONSUMO CÍCLICO;COMÉRCIO;ELETRODOMÉSTICOS;2008-08-07;True;4753900,0;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;VAREJO;COMERCIO;5402918,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;VERMELHO;False;False
BTOW3;B2W DIGITAL;776574000156;CONSUMO CÍCLICO;COMÉRCIO;PRODUTOS DIVERSOS;1995-08-22;False;4789099,0;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMERCIO;6210108,0;OSASCO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;AMARELA;False;False
CNTO3;CENTAURO;13217485000111;CONSUMO CÍCLICO;COMÉRCIO;PRODUTOS DIVERSOS;2011-01-31;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;5425902,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;MEDIO;GRANDE;CINZA;False;False
LAME3, LAME4;LOJAS AMERIC;33014556000196;CONSUMO CÍCLICO;COMÉRCIO;PRODUTOS DIVERSOS;;;;;;;;;;;;;;;;;
SLED4, SLED3;SARAIVA LIVR;60500139000126;CONSUMO CÍCLICO;COMÉRCIO;PRODUTOS DIVERSOS;1966-08-16;True;5811500,0;EDICAO DE LIVROS DISPENSADA;TELECOM;SERVICOS;5413909,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;VERMELHO;False;False
BIOM3;BIOMM;4752991000110;SAÚDE;MEDICAMENTOS E OUTROS PRODUTOS;MEDICAMENTOS E OUTROS PRODUTOS;2001-10-03;True;2121101,0;FABRICACAO DE MEDICAMENTOS ALOPATICOS PARA USO HUMANO;FARMACEUTICA;INDUSTRIA;34018000,0;NOVA LIMA;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;ATIVA;ALTO;GRANDE;CINZA;False;False
GBIO33;BIOTOSCANA;19688956000156;SAÚDE;MEDICAMENTOS E OUTROS PRODUTOS;MEDICAMENTOS E OUTROS PRODUTOS;;;;;;;;;;;;;;;;;
NRTQ3;NORTCQUIMICA;29950060000157;SAÚDE;MEDICAMENTOS E OUTROS PRODUTOS;MEDICAMENTOS E OUTROS PRODUTOS;1986-01-06;True;2110600,0;FABRICACAO DE PRODUTOS FARMOQUIMICOS;FARMACEUTICA;INDUSTRIA;25250612,0;DUQUE DE CAXIAS;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;ATIVA;ALTO;GRANDE;VERDE;False;False
OFSA3;OUROFINO S/A;20258278000170;SAÚDE;MEDICAMENTOS E OUTROS PRODUTOS;MEDICAMENTOS E OUTROS PRODUTOS;2014-05-15;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;14140000,0;CRAVINHOS;SP;SUDESTE;RIBEIRAO PRETO;ATIVA;ALTO;GRANDE;CINZA;False;False
ADHM1, ADHM3;ADVANCED-DH;10345009000198;SAÚDE;SERVIÇOS MÉDICO - HOSPITALARES, ANÁLISES E DIAGNÓSTICOS;SERVIÇOS MÉDICO - HOSPITALARES, ANÁLISES E DIAGNÓSTICOS;;;;;;;;;;;;;;;;;
AALR3;ALLIAR;42771949000135;SAÚDE;SERVIÇOS MÉDICO - HOSPITALARES, ANÁLISES E DIAGNÓSTICOS;SERVIÇOS MÉDICO - HOSPITALARES, ANÁLISES E DIAGNÓSTICOS;1992-08-11;False;8640206,0;SERVICOS DE RESSONANCIA MAGNETICA;SERVICOS DE SAUDE;SERVICOS;30150288,0;BELO HORIZONTE;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;ATIVA;ALTO;GRANDE;CINZA;False;False
DASA3;DASA;61486650000183;SAÚDE;SERVIÇOS MÉDICO - HOSPITALARES, ANÁLISES E DIAGNÓSTICOS;SERVIÇOS MÉDICO - HOSPITALARES, ANÁLISES E DIAGNÓSTICOS;1966-07-17;True;8640202,0;LABORATORIOS CLINICOS;SERVICOS DE SAUDE;SERVICOS;6455010,0;BARUERI;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;VERMELHO;False;False
FLRY3;FLEURY;60840055000131;SAÚDE;SERVIÇOS MÉDICO - HOSPITALARES, ANÁLISES E DIAGNÓSTICOS;SERVIÇOS MÉDICO - HOSPITALARES, ANÁLISES E DIAGNÓSTICOS;1966-07-19;True;8640202,0;LABORATORIOS CLINICOS;SERVICOS DE SAUDE;SERVICOS;4344070,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;AMARELA;False;False
HAPV3;HAPVIDA;5197443000138;SAÚDE;SERVIÇOS MÉDICO - HOSPITALARES, ANÁLISES E DIAGNÓSTICOS;SERVIÇOS MÉDICO - HOSPITALARES, ANÁLISES E DIAGNÓSTICOS;2001-09-21;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;60140060,0;FORTALEZA;CE;NORDESTE;METROPOLITANA DE FORTALEZA;ATIVA;ALTO;GRANDE;CINZA;False;False
PARD3;IHPARDINI;19378769000176;SAÚDE;SERVIÇOS MÉDICO - HOSPITALARES, ANÁLISES E DIAGNÓSTICOS;SERVIÇOS MÉDICO - HOSPITALARES, ANÁLISES E DIAGNÓSTICOS;1977-02-02;True;8640299,0;ATIVIDADES DE SERVICOS DE COMPLEMENTACAO DIAGNOSTICA E TERAPEUTICA NAO ESPECIFICADAS ANTERIORMENTE;SERVICOS DE SAUDE;SERVICOS;30140070,0;BELO HORIZONTE;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;ATIVA;ALTO;GRANDE;VERDE;False;False
GNDI3;INTERMEDICA;19853511000184;SAÚDE;SERVIÇOS MÉDICO - HOSPITALARES, ANÁLISES E DIAGNÓSTICOS;SERVIÇOS MÉDICO - HOSPITALARES, ANÁLISES E DIAGNÓSTICOS;2014-03-11;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;1311100,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;CINZA;False;False
ODPV3;ODONTOPREV;58119199000151;SAÚDE;SERVIÇOS MÉDICO - HOSPITALARES, ANÁLISES E DIAGNÓSTICOS;SERVIÇOS MÉDICO - HOSPITALARES, ANÁLISES E DIAGNÓSTICOS;1987-08-28;True;6550200,0;PLANOS DE SAUDE;BENS DE CAPITAL;SERVICOS;6455000,0;BARUERI;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;AMARELA;False;False
QUAL3;QUALICORP;11992680000193;SAÚDE;SERVIÇOS MÉDICO - HOSPITALARES, ANÁLISES E DIAGNÓSTICOS;SERVIÇOS MÉDICO - HOSPITALARES, ANÁLISES E DIAGNÓSTICOS;2010-05-19;True;6622300,0;CORRETORES E AGENTES DE SEGUROS DE PLANOS DE PREVIDENCIA COMPLEMENTAR E DE SAUDE;BENS DE CAPITAL;SERVICOS;1311000,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;CINZA;False;False
BALM4, BALM3;BAUMER;61374161000130;SAÚDE;EQUIPAMENTOS;EQUIPAMENTOS;1971-05-19;True;3250701,0;FABRICACAO DE INSTRUMENTOS NAO ELETRONICOS E UTENSILIOS PARA USO MEDICO CIRURGICO ODONTOLOGICO E DE LABORATORIO;DIVERSOS;INDUSTRIA;13803330,0;MOGI MIRIM;SP;SUDESTE;CAMPINAS;ATIVA;ALTO;GRANDE;VERDE;False;False
LMED3;LIFEMED;2357251000153;SAÚDE;EQUIPAMENTOS;EQUIPAMENTOS;1998-02-11;True;3250701,0;FABRICACAO DE INSTRUMENTOS NAO ELETRONICOS E UTENSILIOS PARA USO MEDICO CIRURGICO ODONTOLOGICO E DE LABORATORIO;DIVERSOS;INDUSTRIA;96050080,0;PELOTAS;RS;SUL;SUDESTE RIO GRANDENSE;ATIVA;ALTO;MEDIA;CINZA;False;False
PNVL4, PNVL3;DIMED;92665611000177;SAÚDE;COMÉRCIO E DISTRIBUIÇÃO;MEDICAMENTOS E OUTROS PRODUTOS;1976-03-29;True;4771701,0;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS SEM MANIPULACAO DE FORMULAS;VAREJO;COMERCIO;92990000,0;ELDORADO DO SUL;RS;SUL;METROPOLITANA DE PORTO ALEGRE;ATIVA;ALTO;GRANDE;VERMELHO;False;False
HYPE3;HYPERA;2932074000191;SAÚDE;COMÉRCIO E DISTRIBUIÇÃO;MEDICAMENTOS E OUTROS PRODUTOS;1999-01-02;True;2121101,0;FABRICACAO DE MEDICAMENTOS ALOPATICOS PARA USO HUMANO;FARMACEUTICA;INDUSTRIA;4547071,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;VERMELHO;False;False
PFRM3;PROFARMA;45453214000151;SAÚDE;COMÉRCIO E DISTRIBUIÇÃO;MEDICAMENTOS E OUTROS PRODUTOS;1981-02-05;True;4644301,0;COMERCIO ATACADISTA DE MEDICAMENTOS E DROGAS DE USO HUMANO;ATACADO;COMERCIO;22775003,0;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;ATIVA;ALTO;GRANDE;VERDE;False;False
RADL3;RAIADROGASIL;61585865000151;SAÚDE;COMÉRCIO E DISTRIBUIÇÃO;MEDICAMENTOS E OUTROS PRODUTOS;1972-06-22;True;4771701,0;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS SEM MANIPULACAO DE FORMULAS;VAREJO;COMERCIO;5339900,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;VERDE;False;False
POSI3;POSITIVO TEC;81243735000148;TECNOLOGIA DA INFORMAÇÃO;COMPUTADORES E EQUIPAMENTOS;COMPUTADORES E EQUIPAMENTOS;1989-05-26;True;2621300,0;FABRICACAO DE EQUIPAMENTOS DE INFORMATICA;ELETROELETRONICOS;INDUSTRIA;81350000,0;CURITIBA;PR;SUL;METROPOLITANA DE CURITIBA;ATIVA;ALTO;GRANDE;AMARELA;False;False
BRQB3;BRQ;36542025000164;TECNOLOGIA DA INFORMAÇÃO;PROGRAMAS E SERVIÇOS;PROGRAMAS E SERVIÇOS;1993-02-26;True;6201501,0;DESENVOLVIMENTO DE PROGRAMAS DE COMPUTADOR SOB ENCOMENDA;INDUSTRIA DIGITAL;SERVICOS;6472002,0;BARUERI;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;AMARELA;False;False
LINX3;LINX;6948969000175;TECNOLOGIA DA INFORMAÇÃO;PROGRAMAS E SERVIÇOS;PROGRAMAS E SERVIÇOS;2004-07-20;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;5425902,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;CINZA;False;False
LWSA3;LOCAWEB;2351877000152;TECNOLOGIA DA INFORMAÇÃO;PROGRAMAS E SERVIÇOS;PROGRAMAS E SERVIÇOS;1997-12-23;True;6311900,0;TRATAMENTO DE DADOS PROVEDORES DE SERVICOS DE APLICACAO E SERVICOS DE HOSPEDAGEM NA INTERNET;INDUSTRIA DIGITAL;SERVICOS;5707001,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;AMARELA;False;False
QUSW3;QUALITY SOFT;35791391000194;TECNOLOGIA DA INFORMAÇÃO;PROGRAMAS E SERVIÇOS;PROGRAMAS E SERVIÇOS;1989-09-06;True;6209100,0;SUPORTE TECNICO MANUTENCAO E OUTROS SERVICOS EM TECNOLOGIA DA INFORMACAO;INDUSTRIA DIGITAL;SERVICOS;20220297,0;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;ATIVA;ALTO;MEDIA;VERDE;False;False
SQIA3;SINQIA;4065791000199;TECNOLOGIA DA INFORMAÇÃO;PROGRAMAS E SERVIÇOS;PROGRAMAS E SERVIÇOS;2000-08-04;True;6201501,0;DESENVOLVIMENTO DE PROGRAMAS DE COMPUTADOR SOB ENCOMENDA;INDUSTRIA DIGITAL;SERVICOS;1415003,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;MEDIA;VERDE;False;False
TOTS3;TOTVS;53113791000122;TECNOLOGIA DA INFORMAÇÃO;PROGRAMAS E SERVIÇOS;PROGRAMAS E SERVIÇOS;1983-12-13;True;6201501,0;DESENVOLVIMENTO DE PROGRAMAS DE COMPUTADOR SOB ENCOMENDA;INDUSTRIA DIGITAL;SERVICOS;2511000,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;AMARELA;False;False
;ALGAR TELEC;;COMUNICAÇÕES;TELECOMUNICAÇÕES;TELECOMUNICAÇÕES;;;;;;;;;;;;;;;;;
OIBR4, OIBR3;OI;76535764000143;COMUNICAÇÕES;TELECOMUNICAÇÕES;TELECOMUNICAÇÕES;1966-09-26;True;6110801,0;SERVICOS DE TELEFONIA FIXA COMUTADA STFC;TELECOM;SERVICOS;20230070,0;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;ATIVA;ALTO;GRANDE;VERDE;False;False
TELB4, TELB3;TELEBRAS;336701000104;COMUNICAÇÕES;TELECOMUNICAÇÕES;TELECOMUNICAÇÕES;1972-11-13;True;6110803,0;SERVICOS DE COMUNICACAO MULTIMIDIA SCM;TELECOM;SERVICOS;70610440,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
VIVT3, VIVT4;TELEF BRASIL;2558157000162;COMUNICAÇÕES;TELECOMUNICAÇÕES;TELECOMUNICAÇÕES;1998-06-04;True;6110801,0;SERVICOS DE TELEFONIA FIXA COMUTADA STFC;TELECOM;SERVICOS;4571936,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;AMARELA;False;False
TIMP3;TIM PART S/A;2558115000121;COMUNICAÇÕES;TELECOMUNICAÇÕES;TELECOMUNICAÇÕES;;;;;;;;;;;;;;;;;
CNSY3;CINESYSTEM;7437016000105;COMUNICAÇÕES;MÍDIA;PRODUÇÃO E DIFUSÃO DE FILMES E PROGRAMAS;2005-06-07;True;5914600,0;ATIVIDADES DE EXIBICAO CINEMATOGRAFICA;TELECOM;SERVICOS;87013190,0;MARINGA;PR;SUL;NORTE CENTRAL PARANAENSE;ATIVA;ALTO;MEDIA;VERDE;False;False
;AES SUL;;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;;;;;;;;;;;;;;;;;
TIET11, TIET3, TIET4;AES TIETE E;4128563000110;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;;;;;;;;;;;;;;;;;
AFLT3;AFLUENTE T;10338320000100;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;2008-09-08;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;22210030,0;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;ATIVA;ALTO;GRANDE;CINZA;False;False
ALUP11, ALUP3, ALUP4;ALUPAR;8364948000138;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;2006-10-04;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;4547006,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;VERDE;False;False
CBEE3;AMPLA ENERG;33050071000158;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1966-08-01;True;3514000,0;DISTRIBUICAO DE ENERGIA ELETRICA;ENERGIA;INDUSTRIA;20220297,0;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;ATIVA;ALTO;GRANDE;VERDE;False;False
;CACHOEIRA;;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;;;;;;;;;;;;;;;;;
CEBR6, CEBR5, CEBR3;CEB;70698000111;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1969-01-17;True;3514000,0;DISTRIBUICAO DE ENERGIA ELETRICA;ENERGIA;INDUSTRIA;70830010,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
CEED4, CEED3;CEEE-D;8467115000100;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;2006-11-28;True;3514000,0;DISTRIBUICAO DE ENERGIA ELETRICA;ENERGIA;INDUSTRIA;91410400,0;PORTO ALEGRE;RS;SUL;METROPOLITANA DE PORTO ALEGRE;ATIVA;ALTO;GRANDE;AMARELA;False;False
EEEL4, EEEL3;CEEE-GT;92715812000131;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1966-09-13;True;3512300,0;TRANSMISSAO DE ENERGIA ELETRICA;ENERGIA;INDUSTRIA;91410400,0;PORTO ALEGRE;RS;SUL;METROPOLITANA DE PORTO ALEGRE;ATIVA;ALTO;GRANDE;VERDE;False;False
CLSC4, CLSC3;CELESC;83878892000155;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1970-10-26;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;88034900,0;FLORIANOPOLIS;SC;SUL;GRANDE FLORIANOPOLIS;ATIVA;ALTO;GRANDE;VERMELHO;False;False
GPAR3;CELGPAR;8560444000193;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;2006-12-29;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;74085020,0;GOIANIA;GO;CENTRO-OESTE;CENTRO GOIANO;ATIVA;ALTO;GRANDE;VERDE;False;False
CEPE5, CEPE3;CELPE;10835932000108;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1966-11-04;True;3514000,0;DISTRIBUICAO DE ENERGIA ELETRICA;ENERGIA;INDUSTRIA;50050902,0;RECIFE;PE;NORDESTE;METROPOLITANA DE RECIFE;ATIVA;ALTO;GRANDE;VERDE;False;False
CMIG4, CMIG3;CEMIG;17155730000164;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1952-05-27;True;3514000,0;DISTRIBUICAO DE ENERGIA ELETRICA;ENERGIA;INDUSTRIA;30190924,0;BELO HORIZONTE;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;ATIVA;ALTO;GRANDE;VERDE;False;False
;CEMIG DIST;;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;;;;;;;;;;;;;;;;;
;CEMIG GT;;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;;;;;;;;;;;;;;;;;
CESP6, CESP5, CESP3;CESP;60933603000178;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1968-01-22;True;3511501,0;GERACAO DE ENERGIA ELETRICA;ENERGIA;INDUSTRIA;5425070,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;VERMELHO;False;False
CEEB3, CEEB5, CEEB6;COELBA;15139629000194;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1966-09-22;True;3514000,0;DISTRIBUICAO DE ENERGIA ELETRICA;ENERGIA;INDUSTRIA;41181900,0;SALVADOR;BA;NORDESTE;METROPOLITANA DE SALVADOR;ATIVA;ALTO;GRANDE;VERDE;False;False
COCE6, COCE5, COCE3;COELCE;7047251000170;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1971-09-06;True;3514000,0;DISTRIBUICAO DE ENERGIA ELETRICA;ENERGIA;INDUSTRIA;60135040,0;FORTALEZA;CE;NORDESTE;METROPOLITANA DE FORTALEZA;ATIVA;ALTO;GRANDE;VERDE;False;False
CPLE6, CPLE5, CPLE3;COPEL;76483817000120;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1966-08-03;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;81200240,0;CURITIBA;PR;SUL;METROPOLITANA DE CURITIBA;ATIVA;ALTO;GRANDE;VERMELHO;False;False
CSRN3, CSRN5, CSRN6;COSERN;8324196000181;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1966-10-28;True;3514000,0;DISTRIBUICAO DE ENERGIA ELETRICA;ENERGIA;INDUSTRIA;59025250,0;NATAL;RN;NORDESTE;LESTE POTIGUAR;ATIVA;ALTO;GRANDE;VERDE;False;False
CPFE3;CPFL ENERGIA;2429144000193;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1998-03-25;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;13087397,0;CAMPINAS;SP;SUDESTE;CAMPINAS;ATIVA;ALTO;GRANDE;VERMELHO;False;False
;CPFL GERACAO;;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;;;;;;;;;;;;;;;;;
;CPFL PIRATIN;;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;;;;;;;;;;;;;;;;;
CPRE3;CPFL RENOVAV;8439659000150;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;2006-10-23;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;13087397,0;CAMPINAS;SP;SUDESTE;CAMPINAS;ATIVA;ALTO;GRANDE;VERMELHO;False;False
;EBE;;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;;;;;;;;;;;;;;;;;
EKTR3, EKTR4;ELEKTRO;2328280000197;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1998-01-16;True;3514000,0;DISTRIBUICAO DE ENERGIA ELETRICA;ENERGIA;INDUSTRIA;13053024,0;CAMPINAS;SP;SUDESTE;CAMPINAS;ATIVA;ALTO;GRANDE;AMARELA;False;False
ELET3, ELET5, ELET6;ELETROBRAS;1180000126;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
LIPR3;ELETROPAR;1104937000170;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1996-02-06;True;7020400,0;ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL EXCETO CONSULTORIA TECNICA ESPECIFICA;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;20071003,0;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;ATIVA;ALTO;MEDIA;CINZA;False;False
EMAE3, EMAE4;EMAE;2302101000142;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1997-12-22;True;3511501,0;GERACAO DE ENERGIA ELETRICA;ENERGIA;INDUSTRIA;4576010,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;VERMELHO;False;False
ENBR3;ENERGIAS BR;3983431000103;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;2000-07-24;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;5069900,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;VERDE;False;False
ENGI11, ENGI3, ENGI4;ENERGISA;864214000106;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1995-08-29;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;36770901,0;CATAGUASES;MG;SUDESTE;ZONA DA MATA;ATIVA;ALTO;GRANDE;VERDE;False;False
ENMT3, ENMT4;ENERGISA MT;3467321000199;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1966-08-25;True;3514000,0;DISTRIBUICAO DE ENERGIA ELETRICA;ENERGIA;INDUSTRIA;78010900,0;CUIABA;MT;CENTRO-OESTE;CENTRO SUL MATO GROSSENSE;ATIVA;ALTO;GRANDE;VERDE;False;False
